mouse_id,strain,sex,diet,bw,lean,fat,pct_fat,lifespan_days
50_29_12,ILSXISS50/TejJ,f,DR,22.2,16.3,4.48,21.6,922.0
50_29_17,ILSXISS50/TejJ,f,DR,19.7,14.8,4.455,22.85,402.0
50_29_18,ILSXISS50/TejJ,f,DR,20.2,15.6,3.78,19.5,944.0
50_29_19,ILSXISS50/TejJ,f,DR,19.2,14.0,4.43,24.1,922.0
50_29_20,ILSXISS50/TejJ,f,DR,18.7,13.4,4.56,25.3,862.0
50_29_11,ILSXISS50/TejJ,m,DR,18.4,16.7,2.01,10.8,429.0
50_29_13,ILSXISS50/TejJ,m,DR,18.4,16.7,2.01,10.8,332.0
50_29_14,ILSXISS50/TejJ,m,DR,18.4,16.7,2.01,10.8,584.0
50_29_15,ILSXISS50/TejJ,m,DR,18.4,16.7,2.01,10.8,388.0
50_29_16,ILSXISS50/TejJ,m,DR,18.4,16.7,2.01,10.8,459.0
51_29_15,ILSXISS51/TejJ,f,DR,24.0,15.9,6.41,28.7,1207.0
51_29_6,ILSXISS51/TejJ,f,DR,24.3,17.1,5.75,25.1,1196.0
51_29_7,ILSXISS51/TejJ,f,DR,22.6,16.8,4.14,19.8,881.0
51_29_8,ILSXISS51/TejJ,f,DR,20.6,14.0,5.66,28.8,1222.0
51_29_9,ILSXISS51/TejJ,f,DR,24.6,16.5,6.87,29.4,954.0
51_29_16,ILSXISS51/TejJ,m,DR,32.2,21.7,7.01,24.4,1150.0
51_29_17,ILSXISS51/TejJ,m,DR,27.7,19.0,6.74,26.2,879.0
51_29_25,ILSXISS51/TejJ,m,DR,28.0,20.5,5.79,22.0,1102.0
51_29_26,ILSXISS51/TejJ,m,DR,31.3,21.8,7.67,26.0,1121.0
51_29_27,ILSXISS51/TejJ,m,DR,26.4,20.0,5.61,21.9,596.0
52_27_10,ILSXISS52/TejJ,m,DR,20.7,15.2,4.07,21.2,645.0
52_27_11,ILSXISS52/TejJ,m,DR,19.6,15.6,3.69,19.2,666.0
52_27_12,ILSXISS52/TejJ,m,DR,17.8,14.7,2.79,16.0,627.0
52_27_15,ILSXISS52/TejJ,m,DR,17.8,12.1,2.36,16.3,609.0
56_26_11,ILSXISS56/TejJ,f,DR,18.5,14.0,4.04,22.4,884.0
56_26_12,ILSXISS56/TejJ,f,DR,17.5,12.1,3.82,24.1,1047.0
56_26_13,ILSXISS56/TejJ,f,DR,16.4,12.5,3.51,21.9,1111.0
56_26_14,ILSXISS56/TejJ,f,DR,17.3,13.6,3.23,19.2,1131.0
56_26_18,ILSXISS56/TejJ,f,DR,17.7,13.4,3.79,22.0,958.0
56_26_15,ILSXISS56/TejJ,m,DR,17.3,14.4,3.73,20.5,1295.0
56_26_16,ILSXISS56/TejJ,m,DR,21.7,16.4,4.11,20.0,1131.0
56_26_17,ILSXISS56/TejJ,m,DR,21.2,16.1,3.29,17.0,1218.0
56_26_19,ILSXISS56/TejJ,m,DR,21.3,16.5,3.3,16.6,1194.0
56_26_20,ILSXISS56/TejJ,m,DR,21.25,16.25,3.5149999999999997,18.5,1237.0
60_29_11,ILSXISS60/TejJ,f,DR,19.3,11.9,6.13,34.0,1189.0
60_29_12,ILSXISS60/TejJ,f,DR,19.3,11.9,6.13,34.0,1204.0
60_29_13,ILSXISS60/TejJ,f,DR,19.3,11.9,6.13,34.0,773.0
60_29_14,ILSXISS60/TejJ,f,DR,19.3,11.9,6.13,34.0,1165.0
62_29_10,ILSXISS62/TejJ,m,DR,19.5,15.100000000000001,3.3099999999999996,17.9,408.0
62_29_11,ILSXISS62/TejJ,m,DR,19.5,15.100000000000001,3.3099999999999996,17.9,302.0
62_29_12,ILSXISS62/TejJ,m,DR,18.0,14.1,2.8,16.6,658.0
62_29_13,ILSXISS62/TejJ,m,DR,19.5,15.100000000000001,3.3099999999999996,17.9,431.0
62_29_14,ILSXISS62/TejJ,m,DR,21.0,16.1,3.82,19.2,673.0
66_28_11,ILSXISS66/TejJ,f,DR,24.4,16.2,4.0,19.8,967.0
66_28_12,ILSXISS66/TejJ,f,DR,21.9,15.1,3.5,18.8,794.0
66_28_13,ILSXISS66/TejJ,f,DR,22.8,15.7,4.6,22.6,786.0
66_28_14,ILSXISS66/TejJ,f,DR,22.4,14.8,3.61,19.6,839.0
66_28_15,ILSXISS66/TejJ,f,DR,19.6,13.9,2.76,16.5,866.0
66_28_16,ILSXISS66/TejJ,m,DR,24.9,18.0,4.08,18.5,1176.0
66_28_19,ILSXISS66/TejJ,m,DR,28.1,19.7,5.93,23.1,836.0
66_28_20,ILSXISS66/TejJ,m,DR,28.8,20.9,5.13,19.7,785.0
66_28_21,ILSXISS66/TejJ,m,DR,27.3,19.4,5.79,23.0,1169.0
66_28_22,ILSXISS66/TejJ,m,DR,25.6,18.1,5.38,22.9,692.0
7_29_16,ILSXISS7/TejJ,f,DR,23.4,17.4,4.32,20.0,393.0
7_29_19,ILSXISS7/TejJ,f,DR,23.4,17.4,4.32,20.0,202.0
7_29_20,ILSXISS7/TejJ,f,DR,23.4,17.4,4.32,20.0,421.0
7_29_13,ILSXISS7/TejJ,m,DR,21.6,17.1,3.52,17.4,149.0
7_29_17,ILSXISS7/TejJ,m,DR,21.6,17.1,3.52,17.1,1181.0
7_29_18,ILSXISS7/TejJ,m,DR,23.4,18.1,4.14,18.6,980.0
7_29_21,ILSXISS7/TejJ,m,DR,20.9,16.2,3.42,17.4,1126.0
7_29_22,ILSXISS7/TejJ,m,DR,21.6,17.1,3.52,17.4,84.0
79_26_12,ILSXISS79,m,DR,17.2,14.5,2.15,12.9,1066.0
79_26_14,ILSXISS79,m,DR,19.0,14.2,3.32,19.0,991.0
79_26_15,ILSXISS79,m,DR,18.7,15.3,2.18,12.5,1065.0
80_27_23,ILSXISS80/TejJ,f,DR,25.6,14.7,7.46,33.6,1051.0
80_27_25,ILSXISS80/TejJ,f,DR,22.4,16.0,3.89,19.6,728.0
80_27_31,ILSXISS80/TejJ,f,DR,25.450000000000003,15.55,7.9399999999999995,33.95,409.0
80_27_32,ILSXISS80/TejJ,f,DR,25.3,15.1,8.42,35.8,905.0
80_27_33,ILSXISS80/TejJ,f,DR,27.2,17.3,9.04,34.3,925.0
80_27_26,ILSXISS80/TejJ,m,DR,26.2,21.8,7.04,24.4,933.0
80_27_27,ILSXISS80/TejJ,m,DR,26.2,19.1,5.41,22.1,899.0
80_27_28,ILSXISS80/TejJ,m,DR,20.6,16.6,3.08,15.7,612.0
80_27_29,ILSXISS80/TejJ,m,DR,27.9,19.6,5.46,21.8,923.0
80_27_30,ILSXISS80/TejJ,m,DR,26.3,18.3,5.77,24.0,902.0
84_28_14,ILSXISS84/TejJ,f,DR,23.4,17.4,4.32,20.0,141.0
84_28_15,ILSXISS84/TejJ,f,DR,23.4,17.4,4.32,20.0,373.0
84_28_16,ILSXISS84/TejJ,f,DR,23.4,17.4,4.32,20.0,497.0
84_28_17,ILSXISS84/TejJ,f,DR,23.4,17.4,4.32,20.0,329.0
84_28_18,ILSXISS84/TejJ,f,DR,23.4,17.4,4.32,20.0,136.0
84_28_11,ILSXISS84/TejJ,m,DR,22.3,16.8,3.99,19.2,986.0
84_28_12,ILSXISS84/TejJ,m,DR,21.4,16.3,4.39,21.2,798.0
84_28_13,ILSXISS84/TejJ,m,DR,25.6,20.3,4.72,18.9,929.0
84_28_19,ILSXISS84/TejJ,m,DR,16.3,12.5,2.8,18.3,1003.0
84_28_20,ILSXISS84/TejJ,m,DR,23.5,17.2,3.35,16.3,923.0
86_29_12,ILSXISS86/TejJ,f,DR,19.9,14.7,4.33,22.8,858.0
86_29_13,ILSXISS86/TejJ,f,DR,19.299999999999997,14.95,4.045,21.8,135.0
86_29_14,ILSXISS86/TejJ,f,DR,18.7,13.6,4.11,23.2,876.0
86_29_16,ILSXISS86/TejJ,f,DR,18.6,15.2,3.98,20.8,825.0
86_29_8,ILSXISS86/TejJ,f,DR,20.5,15.3,3.69,19.5,888.0
86_29_17,ILSXISS86/TejJ,m,DR,23.4,17.4,4.32,20.0,194.0
86_29_19,ILSXISS86/TejJ,m,DR,23.4,17.4,4.32,20.0,333.0
86_29_20,ILSXISS86/TejJ,m,DR,23.4,17.4,4.32,20.0,125.0
89_29_11,ILSXISS89/TejJ,f,DR,19.9,14.2,3.66,20.5,1131.0
89_29_12,ILSXISS89/TejJ,f,DR,18.2,13.9,3.17,18.5,913.0
89_29_13,ILSXISS89/TejJ,f,DR,20.4,14.6,3.44,19.1,1208.0
89_29_14,ILSXISS89/TejJ,f,DR,20.5,14.7,3.59,19.7,910.0
89_29_15,ILSXISS89/TejJ,f,DR,19.9,14.4,3.4,19.1,997.0
89_29_16,ILSXISS89/TejJ,m,DR,25.2,18.6,2.84,13.2,1270.0
89_29_17,ILSXISS89/TejJ,m,DR,27.2,19.4,5.07,20.7,1280.0
89_29_18,ILSXISS89/TejJ,m,DR,22.8,17.1,2.9,14.5,892.0
89_29_21,ILSXISS89/TejJ,m,DR,22.6,17.1,3.05,15.1,1251.0
89_29_22,ILSXISS89/TejJ,m,DR,22.7,15.4,5.12,25.0,1250.0
90_29_20,ILSXISS90/TejJ,f,DR,22.6,16.9,4.45,20.8,1005.0
90_29_21,ILSXISS90/TejJ,f,DR,25.0,18.3,5.23,22.2,589.0
90_29_22,ILSXISS90/TejJ,f,DR,19.8,15.6,2.84,15.4,1063.0
90_29_23,ILSXISS90/TejJ,f,DR,24.7,18.7,4.77,20.3,1073.0
90_29_24,ILSXISS90/TejJ,f,DR,21.9,17.2,3.57,17.2,1087.0
90_29_11,ILSXISS90/TejJ,m,DR,23.3,18.9,2.43,11.4,562.0
90_29_12,ILSXISS90/TejJ,m,DR,29.0,19.1,2.26,10.6,851.0
90_29_13,ILSXISS90/TejJ,m,DR,23.1,19.0,2.4850000000000003,11.65,388.0
90_29_14,ILSXISS90/TejJ,m,DR,22.9,18.8,2.54,11.9,892.0
90_29_15,ILSXISS90/TejJ,m,DR,22.8,22.6,4.63,17.0,825.0
92_26_13,ILSXISS92/TejJ,f,DR,17.6,14.5,3.17,17.9,1059.0
92_26_15,ILSXISS92/TejJ,f,DR,18.3,12.9,2.65,17.0,1054.0
92_26_16,ILSXISS92/TejJ,f,DR,15.5,11.4,1.65,12.7,1102.0
92_26_19,ILSXISS92/TejJ,f,DR,17.1,13.1,3.56,21.4,1083.0
92_26_20,ILSXISS92/TejJ,f,DR,16.6,12.4,2.93,19.1,865.0
92_26_11,ILSXISS92/TejJ,m,DR,21.2,17.0,2.76,14.0,669.0
92_26_12,ILSXISS92/TejJ,m,DR,15.7,13.3,1.5,10.1,1100.0
92_26_14,ILSXISS92/TejJ,m,DR,22.7,17.0,3.5,17.1,1071.0
92_26_17,ILSXISS92/TejJ,m,DR,20.5,16.0,3.33,17.2,1152.0
92_26_18,ILSXISS92/TejJ,m,DR,20.6,16.6,3.27,16.4,1135.0
94_29_14,ILSXISS94/TejJ,f,DR,20.6,15.8,3.01,16.0,623.0
94_29_15,ILSXISS94/TejJ,f,DR,19.0,14.9,2.71,15.4,1057.0
94_29_18,ILSXISS94/TejJ,f,DR,19.2,15.0,2.76,15.6,642.0
94_29_19,ILSXISS94/TejJ,f,DR,17.2,14.4,2.54,15.0,974.0
94_29_20,ILSXISS94/TejJ,f,DR,17.9,14.6,2.99,17.0,1018.0
94_29_16,ILSXISS94/TejJ,m,DR,20.3,15.1,2.81,15.7,700.0
94_29_17,ILSXISS94/TejJ,m,DR,19.0,15.1,2.81,15.7,343.0
94_29_6,ILSXISS94/TejJ,m,DR,19.0,15.1,2.81,15.7,245.0
94_29_7,ILSXISS94/TejJ,m,DR,17.9,13.8,1.93,12.3,691.0
94_29_8,ILSXISS94/TejJ,m,DR,19.0,15.5,3.14,16.8,779.0
97_27_13,ILSXISS97/TejJ,f,DR,23.4,17.4,4.32,20.0,442.0
97_27_14,ILSXISS97/TejJ,f,DR,23.4,17.4,4.32,20.0,190.0
97_27_15,ILSXISS97/TejJ,f,DR,23.4,17.4,4.32,20.0,608.0
97_27_17,ILSXISS97/TejJ,f,DR,23.4,17.4,4.32,20.0,427.0
97_27_18,ILSXISS97/TejJ,f,DR,23.4,17.4,4.32,20.0,455.0
97_27_11,ILSXISS97/TejJ,m,DR,23.4,17.4,4.32,20.0,424.0
97_27_12,ILSXISS97/TejJ,m,DR,23.4,17.4,4.32,20.0,496.0
97_27_16,ILSXISS97/TejJ,m,DR,23.4,17.4,4.32,20.0,346.0
98_27_15,ILSXISS98/TejJ,f,DR,18.5,13.4,3.625,20.85,537.0
98_27_16,ILSXISS98/TejJ,f,DR,20.6,15.3,4.48,22.6,825.0
98_27_20,ILSXISS98/TejJ,f,DR,19.8,13.1,4.09,23.8,732.0
98_27_21,ILSXISS98/TejJ,f,DR,17.1,13.5,3.16,19.0,549.0
98_27_24,ILSXISS98/TejJ,f,DR,17.2,13.3,3.14,19.1,604.0
98_27_17,ILSXISS98/TejJ,m,DR,21.5,15.850000000000001,4.58,22.55,379.0
98_27_18,ILSXISS98/TejJ,m,DR,21.5,15.8,4.75,23.1,548.0
98_27_19,ILSXISS98/TejJ,m,DR,20.3,15.6,4.41,22.0,635.0
98_27_22,ILSXISS98/TejJ,m,DR,21.5,16.5,4.31,20.8,819.0
98_27_23,ILSXISS98/TejJ,m,DR,22.8,15.9,5.24,24.8,918.0
99_27_11,ILSXISS99/TejJ,f,DR,17.5,13.4,2.19,14.1,219.0
99_27_12,ILSXISS99/TejJ,f,DR,17.5,13.4,2.19,14.1,158.0
99_27_13,ILSXISS99/TejJ,f,DR,19.5,13.4,2.3,14.6,753.0
99_27_14,ILSXISS99/TejJ,f,DR,17.5,13.4,2.19,14.1,582.0
99_27_17,ILSXISS99/TejJ,f,DR,17.3,13.2,1.85,12.3,638.0
99_27_15,ILSXISS99/TejJ,m,DR,28.9,19.4,5.78,23.0,574.0
99_27_16,ILSXISS99/TejJ,m,DR,29.5,18.6,6.73,26.6,863.0
99_27_18,ILSXISS99/TejJ,m,DR,28.6,18.5,8.29,30.9,1003.0
99_27_19,ILSXISS99/TejJ,m,DR,31.7,20.9,8.57,29.1,1014.0
99_27_20,ILSXISS99/TejJ,m,DR,28.3,19.8,6.35,24.3,681.0
