strain,sex,animal_id,lifespan_median,lifespandays
PWD/PhJ,f,00068b1bc7,,600
PWD/PhJ,f,00068b1d37,,577
PWD/PhJ,f,00068b1d87,,705
PWD/PhJ,f,00068b1dfa,,967
PWD/PhJ,f,00068b22f8,,549
PWD/PhJ,f,00068cdedb,,903
PWD/PhJ,f,00068ce75f,,854
PWD/PhJ,f,00068ceab4,,929
PWD/PhJ,f,00068cf054,,854
PWD/PhJ,f,00068cf842,,443
PWD/PhJ,f,00068cfc09,,952
PWD/PhJ,f,00068d0217,,679
PWD/PhJ,f,00068d32b8,,550
PWD/PhJ,f,496,,667
PWD/PhJ,f,497,,866
PWD/PhJ,f,498,,866
PWD/PhJ,f,499,,876
PWD/PhJ,f,500,,768
PWD/PhJ,f,501,,956
PWD/PhJ,f,502,,1002
PWD/PhJ,m,00068B095F,,818
PWD/PhJ,m,00068af292,,905
PWD/PhJ,m,00068af2c2,,776
PWD/PhJ,m,00068afc57,,515
PWD/PhJ,m,00068b06bc,,457
PWD/PhJ,m,00068b0821,,964
PWD/PhJ,m,00068b102c,,947
PWD/PhJ,m,00068b104a,,847
PWD/PhJ,m,00068b2664,,902
PWD/PhJ,m,00068b29a0,,747
PWD/PhJ,m,00068b2c19,,950
PWD/PhJ,m,00068ce94d,,1012
PWD/PhJ,m,00068cf5b7,,798
PWD/PhJ,m,00068cfab6,,578
PWD/PhJ,m,00068cfc4d,,575
PWD/PhJ,m,00068d0fd5,,800
PWD/PhJ,m,00068d3980,,930
PWD/PhJ,m,000699fb57,,830
PWD/PhJ,m,000699fc50,,816
PWD/PhJ,m,00069a1655,,813
PWD/PhJ,m,00069a1a24,,932
PWD/PhJ,m,00069a2bf6,,901
PWD/PhJ,m,504,,205
PWD/PhJ,m,505,,348
PWD/PhJ,m,506,,216
RIIIS/J,f,00068af43e,,575
RIIIS/J,f,00068afb0d,,780
RIIIS/J,f,00068b01b2,,863
RIIIS/J,f,00068b0244,,841
RIIIS/J,f,00068b0e6e,,842
RIIIS/J,f,00068b148c,,785
RIIIS/J,f,00068b21af,,820
RIIIS/J,f,00068b237a,,793
RIIIS/J,f,00068b25f5,,676
RIIIS/J,f,00068b262f,,735
RIIIS/J,f,00068b291f,,958
RIIIS/J,f,00068cd627,,735
RIIIS/J,f,00068cf4fa,,857
RIIIS/J,f,00068cf909,,841
RIIIS/J,f,00068cfda6,,872
RIIIS/J,f,00068cfec2,,716
RIIIS/J,f,00068d026d,,666
RIIIS/J,f,00068d04d1,,891
RIIIS/J,f,00068d3425,,596
RIIIS/J,f,509,,686
RIIIS/J,f,510,,713
RIIIS/J,f,511,,922
RIIIS/J,f,512,,924
RIIIS/J,f,513,,755
RIIIS/J,f,514,,845
RIIIS/J,f,515,,936
RIIIS/J,f,516,,960
RIIIS/J,f,517,,536
RIIIS/J,f,518,,691
RIIIS/J,f,519,,756
RIIIS/J,f,520,,790
RIIIS/J,f,521,,795
RIIIS/J,m,00068af20f,,765
RIIIS/J,m,00068af650,,799
RIIIS/J,m,00068af818,,814
RIIIS/J,m,00068afbb8,,926
RIIIS/J,m,00068afe70,,751
RIIIS/J,m,00068b07e3,,596
RIIIS/J,m,00068b094b,,972
RIIIS/J,m,00068b0d23,,826
RIIIS/J,m,00068b136d,,834
RIIIS/J,m,00068b146c,,691
RIIIS/J,m,00068b16a8,,946
RIIIS/J,m,00068b188a,,909
RIIIS/J,m,00068b1920,,946
RIIIS/J,m,00068b1a4d,,1022
RIIIS/J,m,00068b1ab3,,799
RIIIS/J,m,00068b1ab6,,982
RIIIS/J,m,00068b1b58,,940
RIIIS/J,m,00068b1c99,,940
RIIIS/J,m,00068b1eab,,941
RIIIS/J,m,00068b2074,,905
RIIIS/J,m,00068b21ae,,903
RIIIS/J,m,00068b23d5,,933
RIIIS/J,m,00068b24e1,,905
RIIIS/J,m,00068b2976,,735
RIIIS/J,m,00068b2b56,,625
RIIIS/J,m,00068cd5ad,,886
RIIIS/J,m,00068cdf1f,,742
RIIIS/J,m,00068d0b28,,807
RIIIS/J,m,00068d0f07,,779
RIIIS/J,m,00068d0fca,,695
RIIIS/J,m,00068d12da,,827
RIIIS/J,m,00068d1383,,954
SJL/J,f,00068AFEBA,,522
SJL/J,f,00068B00D5,,834
SJL/J,f,00068B0499,,795
SJL/J,f,00068B05B5,,499
SJL/J,f,00068B0882,,351
SJL/J,f,00068B0A8F,,549
SJL/J,f,00068B0D78,,323
SJL/J,f,00068B1225,,449
SJL/J,f,00068B1385,,378
SJL/J,f,00068B1769,,330
SJL/J,f,00068B1DA5,,476
SJL/J,f,00068B208A,,403
SJL/J,f,00068B2259,,603
SJL/J,f,00068D3DEE,,540
SJL/J,f,00068b0f0d,,504
SJL/J,f,522,,284
SJL/J,f,523,,560
SJL/J,f,524,,287
SJL/J,f,525,,393
SJL/J,f,526,,438
SJL/J,f,527,,651
SJL/J,f,528,,602
SJL/J,f,529,,615
SJL/J,f,530,,637
SJL/J,f,531,,822
SJL/J,f,532,,351
SJL/J,f,533,,428
SJL/J,f,534,,436
SJL/J,f,58,,367
SJL/J,f,68AF09D,,266
SJL/J,m,00068D153A,,483
SJL/J,m,00068b089a,,574
SJL/J,m,00068b14af,,512
SJL/J,m,00068b1658,,505
SJL/J,m,00068b2527,,371
SJL/J,m,00068d430c,,568
SJL/J,m,000699FA67,,470
SJL/J,m,00069A0028,,514
SJL/J,m,00069a1251,,708
SJL/J,m,00069a1c50,,555
SJL/J,m,00069a2c93,,669
SJL/J,m,00069a2cfc,,590
SJL/J,m,535,,227
SJL/J,m,536,,519
SJL/J,m,537,,392
SM/J,f,00068af383,,786
SM/J,f,00068af5a1,,758
SM/J,f,00068af7df,,484
SM/J,f,00068afe67,,759
SM/J,f,00068b0464,,457
SM/J,f,00068b07b8,,920
SM/J,f,00068b1028,,737
SM/J,f,00068b14a6,,1023
SM/J,f,00068b14ba,,458
SM/J,f,00068b1688,,842
SM/J,f,00068b192b,,729
SM/J,f,00068b1a77,,715
SM/J,f,00068b1c21,,786
SM/J,f,00068b1ca2,,932
SM/J,f,00068b20d9,,496
SM/J,f,00068b2299,,748
SM/J,f,00068b24a7,,826
SM/J,f,00068b25e5,,667
SM/J,f,00068b26bd,,786
SM/J,f,00068b2710,,764
SM/J,f,00068c270c,,764
SM/J,f,00068cddf8,,733
SM/J,f,00068ceae8,,748
SM/J,f,00068cf22f,,712
SM/J,f,00068cf4f2,,860
SM/J,f,00068d0126,,791
SM/J,f,00068d0357,,650
SM/J,f,00068d3b73,,956
SM/J,f,00068d4b93,,692
SM/J,f,00069a1457,,689
SM/J,f,00069a274a,,759
SM/J,f,539,,398
SM/J,m,00068AF9C5,,757
SM/J,m,00068AFEFF,,847
SM/J,m,00068B052D,,523
SM/J,m,00068B0774,,730
SM/J,m,00068B16A1,,868
SM/J,m,00068B18C8,,691
SM/J,m,00068B1F40,,523
SM/J,m,00068B2105,,800
SM/J,m,00068cd711,,783
SM/J,m,00068cd755,,804
SM/J,m,00068cdae0,,832
SM/J,m,00068ce37e,,755
SM/J,m,00068ce862,,741
SM/J,m,00068ce9a3,,670
SM/J,m,00068ceaa6,,798
SM/J,m,00068cf8c7,,875
SM/J,m,00068cfa36,,798
SM/J,m,00068cfef1,,825
SM/J,m,00068d2a67,,833
SM/J,m,00068d31de,,818
SM/J,m,00068d396e,,783
SM/J,m,000699f592,,881
SM/J,m,00069a05ac,,775
SM/J,m,00069a09a3,,770
SM/J,m,00069a0e8f,,867
SM/J,m,00069a17b1,,896
SM/J,m,00069a2dac,,853
SM/J,m,540,,301
SM/J,m,541,,272
SM/J,m,542,,272
SM/J,m,543,,602
SWR/J,f,00068AF599,,423
SWR/J,f,00068AFD73,,505
SWR/J,f,00068B0225,,743
SWR/J,f,00068B0C93,,672
SWR/J,f,00068B0F40,,714
SWR/J,f,00068B1236,,909
SWR/J,f,00068B1832,,274
SWR/J,f,00068B1C6A,,689
SWR/J,f,00068B1D16,,526
SWR/J,f,00068B219E,,617
SWR/J,f,00068B2618,,571
SWR/J,f,00068B2BFE,,886
SWR/J,f,00068af2bf,,548
SWR/J,f,00068af39b,,610
SWR/J,f,00068af551,,977
SWR/J,f,00068b0492,,343
SWR/J,f,00068b109f,,847
SWR/J,f,00068b1e29,,931
SWR/J,f,00068b2994,,714
SWR/J,f,544,,233
SWR/J,f,545,,338
SWR/J,f,546,,338
SWR/J,f,547,,791
SWR/J,f,548,,654
SWR/J,f,549,,785
SWR/J,f,550,,812
SWR/J,f,551,,854
SWR/J,f,552,,374
SWR/J,f,553,,619
SWR/J,f,554,,624
SWR/J,f,555,,942
SWR/J,m,00068AF141,,350
SWR/J,m,00068AFEB7,,1098
SWR/J,m,00068B17B7,,350
SWR/J,m,00068B186F,,411
SWR/J,m,00069a0841,,800
SWR/J,m,00069a24e8,,718
SWR/J,m,00069a2fff,,752
SWR/J,m,556,,387
SWR/J,m,557,,812
SWR/J,m,558,,862
SWR/J,m,559,,904
SWR/J,m,560,,226
SWR/J,m,561,,273
SWR/J,m,562,,366
SWR/J,m,563,,988
SWR/J,m,564,,589
SWR/J,m,565,,710
SWR/J,m,566,,710
SWR/J,m,567,,973
SWR/J,m,568,,294
SWR/J,m,569,,701
SWR/J,m,570,,841
SWR/J,m,571,,931
SWR/J,m,572,,498
SWR/J,m,573,,233
SWR/J,m,574,,726
SWR/J,m,575,,805
SWR/J,m,576,,841
SWR/J,m,577,,338
SWR/J,m,578,,553
SWR/J,m,579,,911
SWR/J,m,580,,1017
WSB/EiJ,f,000689A1B67,,1163
WSB/EiJ,f,000699FFC5,,1178
WSB/EiJ,f,00069A155E,,866
WSB/EiJ,f,00069A16F6,,1053
WSB/EiJ,f,00069A1A9C,,772
WSB/EiJ,f,00069A1E34,,722
WSB/EiJ,f,00069A2C95,,1276
WSB/EiJ,f,00069A2DDD,,1053
WSB/EiJ,f,00069A2EFC,,713
WSB/EiJ,f,00069A3118,,964
WSB/EiJ,f,00069a0311,,999
WSB/EiJ,f,00069a114c,,1126
WSB/EiJ,f,00069a182c,,1260
WSB/EiJ,f,00069a21c1,,1131
WSB/EiJ,f,581,,244
WSB/EiJ,f,582,,900
WSB/EiJ,f,583,,1147
WSB/EiJ,f,584,,617
WSB/EiJ,f,585,,629
WSB/EiJ,f,586,,813
WSB/EiJ,f,74,,219
WSB/EiJ,f,75,,219
WSB/EiJ,f,76,,219
WSB/EiJ,f,77,,671
WSB/EiJ,f,78,,944
WSB/EiJ,f,79,,1183
WSB/EiJ,f,80,,1185
WSB/EiJ,f,81,,328
WSB/EiJ,f,82,,1175
WSB/EiJ,f,83,,1217
WSB/EiJ,f,84,,1217
WSB/EiJ,m,000699F595,,470
WSB/EiJ,m,000699f7d1,,1050
WSB/EiJ,m,000699fc6e,,725
WSB/EiJ,m,00069A02D0,,744
WSB/EiJ,m,00069A189A,,1014
WSB/EiJ,m,00069A18D6,,900
WSB/EiJ,m,00069A1DE3,,778
WSB/EiJ,m,00069A2656,,1138
WSB/EiJ,m,00069A2BDF,,1021
WSB/EiJ,m,00069A2E55,,1202
WSB/EiJ,m,00069a0315,,1125
WSB/EiJ,m,00069a09eb,,1040
WSB/EiJ,m,00069a107a,,1089
WSB/EiJ,m,00069a1222,,1209
WSB/EiJ,m,00069a217e,,1232
WSB/EiJ,m,00069a293d,,1284
WSB/EiJ,m,00069a2bc5,,1110
WSB/EiJ,m,587,,202
WSB/EiJ,m,588,,301
WSB/EiJ,m,589,,261
WSB/EiJ,m,590,,662
WSB/EiJ,m,591,,662
WSB/EiJ,m,592,,1005
WSB/EiJ,m,593,,263
WSB/EiJ,m,594,,390
WSB/EiJ,m,595,,1091
WSB/EiJ,m,596,,1214
WSB/EiJ,m,597,,271
WSB/EiJ,m,598,,274
WSB/EiJ,m,599,,871
WSB/EiJ,m,600,,1005
WSB/EiJ,m,86,,274
