gene_symbol,source
shc-1,genage_models + starter
shd1,genage_models + starter
sid-2,genage_models + starter
sinh-1,genage_models + starter
sip-1,genage_models + starter
sir-2.1,genage_models + starter
skn-1,genage_models + starter
skr-1,genage_models + starter
skr-2,genage_models + starter
skr-5,genage_models + starter
slcf-1,genage_models + starter
sma-10,genage_models + starter
smg-1,genage_models + starter
smk-1,genage_models + starter
smn-1,genage_models + starter
snap-1,genage_models + starter
snap-29,genage_models + starter
snz,genage_models + starter
sod-1,genage_models + starter
sod-2,genage_models + starter
spe-26,genage_models + starter
spe-5,genage_models + starter
spg-7,genage_models + starter
spl-1,genage_models + starter
spo4,genage_models + starter
spp-17,genage_models + starter
spr-3,genage_models + starter
spt-4,genage_models + starter
sptf-3,genage_models + starter
sptl-1,genage_models + starter
srt-56,genage_models + starter
sru-17,genage_models + starter
srw-100,genage_models + starter
srw-20,genage_models + starter
srw-99,genage_models + starter
sug,genage_models + starter
sun,genage_models + starter
syd-2,genage_models + starter
symk-1,genage_models + starter
tag-174,genage_models + starter
tald-1,genage_models + starter
tars-1,genage_models + starter
tatn-1,genage_models + starter
tax-4,genage_models + starter
tax-6,genage_models + starter
tba-4,genage_models + starter
tba-7,genage_models + starter
tbb-2,genage_models + starter
tbc-7,genage_models + starter
tbp-1,genage_models + starter
tcer-1,genage_models + starter
tdp-1,genage_models + starter
teq,genage_models + starter
tert,genage_models + starter
tes-1,genage_models + starter
tfs1,genage_models + starter
tif213,genage_models + starter
timm-23,genage_models + starter
tin-44,genage_models + starter
tkt-1,genage_models + starter
tlf-1,genage_models + starter
tmem-135,genage_models + starter
to,genage_models + starter
tom-1,genage_models + starter
tomm-22,genage_models + starter
top-1,genage_models + starter
tpa-1,genage_models + starter
tps3,genage_models + starter
trh,genage_models + starter
trim-9,genage_models + starter
trpa-1,genage_models + starter
trx-1,genage_models + starter
try-1,genage_models + starter
tsp-3,genage_models + starter
ttm-5,genage_models + starter
ttr-1,genage_models + starter
ttr-5,genage_models + starter
ttx-1,genage_models + starter
ttx-3,genage_models + starter
tub-1,genage_models + starter
tufm-1,genage_models + starter
ubc-13,genage_models + starter
ubh-1,genage_models + starter
ubh-3,genage_models + starter
ubh-4,genage_models + starter
ucr-1,genage_models + starter
ucr-2.3,genage_models + starter
ufd-1,genage_models + starter
ule-1,genage_models + starter
ule-2,genage_models + starter
ule-3,genage_models + starter
ule-4,genage_models + starter
ule-5,genage_models + starter
ulp-1,genage_models + starter
unc-10,genage_models + starter
unc-13,genage_models + starter
unc-26,genage_models + starter
unc-31,genage_models + starter
unc-32,genage_models + starter
unc-36,genage_models + starter
unc-4,genage_models + starter
unc-51,genage_models + starter
unc-52,genage_models + starter
unc-60,genage_models + starter
unc-62,genage_models + starter
unc-64,genage_models + starter
unc-76,genage_models + starter
unc-83,genage_models + starter
usp-48,genage_models + starter
utx-1,genage_models + starter
vab-1,genage_models + starter
vang-1,genage_models + starter
vha-6,genage_models + starter
vhl-1,genage_models + starter
vit-1,genage_models + starter
vit-2,genage_models + starter
vit-5,genage_models + starter
vps-16,genage_models + starter
vps-20,genage_models + starter
vps-22,genage_models + starter
vps-33.1,genage_models + starter
vps-36,genage_models + starter
vps-37,genage_models + starter
vps66,genage_models + starter
vrk-1,genage_models + starter
wah-1,genage_models + starter
wdr-23,genage_models + starter
wdr-5.1,genage_models + starter
wip-1,genage_models + starter
wts-1,genage_models + starter
wwp-1,genage_models + starter
xbp-1,genage_models + starter
yars-1,genage_models + starter
yata,genage_models + starter
zfh-2,genage_models + starter
zfp-1,genage_models + starter
zrg17,genage_models + starter
ztf-12,genage_models + starter
